assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_025369875.1	PRJNA224116	SAMN30789304	na	na	na	na	562	562	Escherichia coli	strain=E1	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536987v1		GCA_025369875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/875/GCF_025369875.1_ASM2536987v1	./GCF_025369875.1_ASM2536987v1_genomic.fna.gz
GCF_025254605.1	PRJNA224116	SAMN30656221	na	na	na	na	562	562	Escherichia coli	strain=THB42-F3	na	latest	Complete Genome	Major	Full	2022/09/19	ASM2525460v1		GCA_025254605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/254/605/GCF_025254605.1_ASM2525460v1	./GCF_025254605.1_ASM2525460v1_genomic.fna.gz
GCF_025369675.1	PRJNA224116	SAMN30789305	na	na	na	na	562	562	Escherichia coli	strain=E2	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536967v1		GCA_025369675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/675/GCF_025369675.1_ASM2536967v1	./GCF_025369675.1_ASM2536967v1_genomic.fna.gz
GCF_025369715.1	PRJNA224116	SAMN30789313	na	na	na	na	562	562	Escherichia coli	strain=E10	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536971v1		GCA_025369715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/715/GCF_025369715.1_ASM2536971v1	./GCF_025369715.1_ASM2536971v1_genomic.fna.gz
GCF_025369735.1	PRJNA224116	SAMN30672552	na	na	na	na	562	562	Escherichia coli	strain=HBUT-L	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536973v1		GCA_025369735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/735/GCF_025369735.1_ASM2536973v1	./GCF_025369735.1_ASM2536973v1_genomic.fna.gz
GCF_025369915.1	PRJNA224116	SAMN30789309	na	na	na	na	562	562	Escherichia coli	strain=E6	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536991v1		GCA_025369915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/915/GCF_025369915.1_ASM2536991v1	./GCF_025369915.1_ASM2536991v1_genomic.fna.gz
GCF_025399135.1	PRJNA224116	SAMN07375592	na	na	na	na	562	562	Escherichia coli	strain=PNUSAE008512	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539913v1		GCA_025399135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/399/135/GCF_025399135.1_ASM2539913v1	./GCF_025399135.1_ASM2539913v1_genomic.fna.gz
GCF_025426195.1	PRJNA224116	SAMN30884993	na	na	na	na	562	562	Escherichia coli	strain=DFK.1	na	latest	Complete Genome	Major	Full	2022/09/27	ASM2542619v1		GCA_025426195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/426/195/GCF_025426195.1_ASM2542619v1	./GCF_025426195.1_ASM2542619v1_genomic.fna.gz
GCF_025426175.1	PRJNA224116	SAMN30884994	na	na	na	na	562	562	Escherichia coli	strain=DFS.1	na	latest	Complete Genome	Major	Full	2022/09/27	ASM2542617v1		GCA_025426175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/426/175/GCF_025426175.1_ASM2542617v1	./GCF_025426175.1_ASM2542617v1_genomic.fna.gz
GCF_025369835.1	PRJNA224116	SAMN30789306	na	na	na	na	562	562	Escherichia coli	strain=E3	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536983v1		GCA_025369835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/835/GCF_025369835.1_ASM2536983v1	./GCF_025369835.1_ASM2536983v1_genomic.fna.gz
GCF_025369795.1	PRJNA224116	SAMN30789310	na	na	na	na	562	562	Escherichia coli	strain=E7	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536979v1		GCA_025369795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/795/GCF_025369795.1_ASM2536979v1	./GCF_025369795.1_ASM2536979v1_genomic.fna.gz
GCF_025369975.1	PRJNA224116	SAMN30820549	na	na	na	na	562	562	Escherichia coli	strain=UC4224	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536997v1		GCA_025369975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/975/GCF_025369975.1_ASM2536997v1	./GCF_025369975.1_ASM2536997v1_genomic.fna.gz
GCF_025369855.1	PRJNA224116	SAMN30789307	na	na	na	na	562	562	Escherichia coli	strain=E4	na	latest	Complete Genome	Major	Full	2022/09/22	ASM2536985v1		GCA_025369855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/369/855/GCF_025369855.1_ASM2536985v1	./GCF_025369855.1_ASM2536985v1_genomic.fna.gz
GCF_025398915.1	PRJNA224116	SAMN30869335	na	na	na	na	562	562	Escherichia coli	strain=ECO3183	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539891v1		GCA_025398915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/915/GCF_025398915.1_ASM2539891v1	./GCF_025398915.1_ASM2539891v1_genomic.fna.gz
GCF_025399115.1	PRJNA224116	SAMN07363400	na	na	na	na	562	562	Escherichia coli	strain=PNUSAE008406	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539911v1		GCA_025399115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/399/115/GCF_025399115.1_ASM2539911v1	./GCF_025399115.1_ASM2539911v1_genomic.fna.gz
GCF_025402935.1	PRJNA224116	SAMN30916740	na	na	na	na	562	562	Escherichia coli	strain=SHP24	na	latest	Complete Genome	Major	Full	2022/09/26	ASM2540293v1		GCA_025402935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/402/935/GCF_025402935.1_ASM2540293v1	./GCF_025402935.1_ASM2540293v1_genomic.fna.gz
GCF_025399035.1	PRJNA224116	SAMN09489939	na	na	na	na	562	562	Escherichia coli	strain=PNUSAE014970	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539903v1		GCA_025399035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/399/035/GCF_025399035.1_ASM2539903v1	./GCF_025399035.1_ASM2539903v1_genomic.fna.gz
GCF_025426235.1	PRJNA224116	SAMN30884995	na	na	na	na	562	562	Escherichia coli	strain=DFL.5	na	latest	Complete Genome	Major	Full	2022/09/27	ASM2542623v1		GCA_025426235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/426/235/GCF_025426235.1_ASM2542623v1	./GCF_025426235.1_ASM2542623v1_genomic.fna.gz
GCF_025398755.1	PRJNA224116	SAMN30655617	na	na	na	na	562	562	Escherichia coli	strain=2022CK-00450	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539875v1		GCA_025398755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/755/GCF_025398755.1_ASM2539875v1	./GCF_025398755.1_ASM2539875v1_genomic.fna.gz
GCF_025399095.1	PRJNA224116	SAMN10432165	na	na	na	na	562	562	Escherichia coli	strain=PNUSAE019785	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539909v1		GCA_025399095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/399/095/GCF_025399095.1_ASM2539909v1	./GCF_025399095.1_ASM2539909v1_genomic.fna.gz
GCF_025398375.1	PRJNA224116	SAMN17815181	na	na	na	na	562	562	Escherichia coli	strain=2021CK-00607	na	latest	Complete Genome	Major	Full	2022/09/25	ASM2539837v1		GCA_025398375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/375/GCF_025398375.1_ASM2539837v1	./GCF_025398375.1_ASM2539837v1_genomic.fna.gz
GCF_025563435.1	PRJNA224116	SAMN30124780	na	na	na	na	562	562	Escherichia coli	strain=JB41	na	latest	Complete Genome	Major	Full	2022/10/04	ASM2556343v1		GCA_025563435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/563/435/GCF_025563435.1_ASM2556343v1	./GCF_025563435.1_ASM2556343v1_genomic.fna.gz
GCF_025563515.1	PRJNA224116	SAMN30124778	na	na	na	na	562	562	Escherichia coli	strain=BM28	na	latest	Complete Genome	Major	Full	2022/10/04	ASM2556351v1		GCA_025563515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/563/515/GCF_025563515.1_ASM2556351v1	./GCF_025563515.1_ASM2556351v1_genomic.fna.gz
GCF_025563475.1	PRJNA224116	SAMN30124779	na	na	na	na	562	562	Escherichia coli	strain=BM28 lysU	na	latest	Complete Genome	Major	Full	2022/10/04	ASM2556347v1		GCA_025563475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/563/475/GCF_025563475.1_ASM2556347v1	./GCF_025563475.1_ASM2556347v1_genomic.fna.gz
GCF_025642235.1	PRJNA224116	SAMN30996451	na	na	na	na	562	562	Escherichia coli	strain=B-JRPT-4119	na	latest	Complete Genome	Major	Full	2022/10/11	ASM2564223v1		GCA_025642235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/642/235/GCF_025642235.1_ASM2564223v1	./GCF_025642235.1_ASM2564223v1_genomic.fna.gz
GCF_025643135.1	PRJNA224116	SAMN20989715	na	na	na	na	562	562	Escherichia coli	strain=B2	na	latest	Complete Genome	Major	Full	2022/10/11	ASM2564313v1		GCA_025643135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/643/135/GCF_025643135.1_ASM2564313v1	./GCF_025643135.1_ASM2564313v1_genomic.fna.gz
GCF_025677665.1	PRJNA224116	SAMN30965901	na	na	na	na	562	562	Escherichia coli	strain=MFDS1001074	na	latest	Complete Genome	Major	Full	2022/10/13	ASM2567766v1		GCA_025677665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/677/665/GCF_025677665.1_ASM2567766v1	./GCF_025677665.1_ASM2567766v1_genomic.fna.gz
GCF_025723205.1	PRJNA224116	SAMN27967421	na	na	na	na	562	562	Escherichia coli	strain=RSHH22	na	latest	Complete Genome	Major	Full	2022/10/17	ASM2572320v1		GCA_025723205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/723/205/GCF_025723205.1_ASM2572320v1	./GCF_025723205.1_ASM2572320v1_genomic.fna.gz
GCF_025677685.1	PRJNA224116	SAMN30965903	na	na	na	na	562	562	Escherichia coli	strain=MFDS1016424	na	latest	Complete Genome	Major	Full	2022/10/13	ASM2567768v1		GCA_025677685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/677/685/GCF_025677685.1_ASM2567768v1	./GCF_025677685.1_ASM2567768v1_genomic.fna.gz
GCF_025782825.1	PRJNA224116	SAMN26232716	na	na	na	na	562	562	Escherichia coli	strain=HUM3355	na	latest	Complete Genome	Major	Full	2022/10/21	ASM2578282v1		GCA_025782825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/782/825/GCF_025782825.1_ASM2578282v1	./GCF_025782825.1_ASM2578282v1_genomic.fna.gz
GCF_025809255.1	PRJNA224116	SAMN21154453	na	na	na	na	562	562	Escherichia coli	strain=1613	na	latest	Complete Genome	Major	Full	2022/10/24	ASM2580925v1		GCA_025809255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/809/255/GCF_025809255.1_ASM2580925v1	./GCF_025809255.1_ASM2580925v1_genomic.fna.gz
GCF_025808215.1	PRJNA224116	SAMN31221298	na	na	na	na	562	562	Escherichia coli	strain=SW4848	na	latest	Complete Genome	Major	Full	2022/10/24	ASM2580821v1		GCA_025808215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/808/215/GCF_025808215.1_ASM2580821v1	./GCF_025808215.1_ASM2580821v1_genomic.fna.gz
GCF_025908275.1	PRJNA224116	SAMN31266533	na	na	na	na	562	562	Escherichia coli	strain=TL-14	na	latest	Complete Genome	Major	Full	2022/10/30	ASM2590827v1		GCA_025908275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/908/275/GCF_025908275.1_ASM2590827v1	./GCF_025908275.1_ASM2590827v1_genomic.fna.gz
GCF_025946585.1	PRJNA224116	SAMN30088785	na	na	na	na	562	562	Escherichia coli	strain=EC488	na	latest	Complete Genome	Major	Full	2022/11/01	ASM2594658v1		GCA_025946585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/946/585/GCF_025946585.1_ASM2594658v1	./GCF_025946585.1_ASM2594658v1_genomic.fna.gz
GCF_025853875.1	PRJNA224116	SAMN21924052	na	na	na	na	562	562	Escherichia coli	strain=2021CK-01361	na	latest	Complete Genome	Major	Full	2022/10/26	ASM2585387v1		GCA_025853875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/853/875/GCF_025853875.1_ASM2585387v1	./GCF_025853875.1_ASM2585387v1_genomic.fna.gz
GCF_025995415.1	PRJNA224116	SAMD00495898	na	na	na	na	562	562	Escherichia coli	strain=26_141088	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599541v1		GCA_025995415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/415/GCF_025995415.1_ASM2599541v1	./GCF_025995415.1_ASM2599541v1_genomic.fna.gz
GCF_025996735.1	PRJNA224116	SAMD00496013	na	na	na	na	562	562	Escherichia coli	strain=CEC13004	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599673v1		GCA_025996735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/735/GCF_025996735.1_ASM2599673v1	./GCF_025996735.1_ASM2599673v1_genomic.fna.gz
GCF_026001065.1	PRJNA224116	SAMD00533653	na	na	na	na	562	562	Escherichia coli	strain=IPCEC31	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2600106v1		GCA_026001065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/001/065/GCF_026001065.1_ASM2600106v1	./GCF_026001065.1_ASM2600106v1_genomic.fna.gz
GCF_025996615.1	PRJNA224116	SAMD00496009	na	na	na	na	562	562	Escherichia coli	strain=CEC01302	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599661v1		GCA_025996615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/615/GCF_025996615.1_ASM2599661v1	./GCF_025996615.1_ASM2599661v1_genomic.fna.gz
GCF_025995255.1	PRJNA224116	SAMD00495867	na	na	na	na	562	562	Escherichia coli	strain=F765	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599525v1		GCA_025995255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/255/GCF_025995255.1_ASM2599525v1	./GCF_025995255.1_ASM2599525v1_genomic.fna.gz
GCF_025995675.1	PRJNA224116	SAMD00495933	na	na	na	na	562	562	Escherichia coli	strain=61_150228	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599567v1		GCA_025995675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/675/GCF_025995675.1_ASM2599567v1	./GCF_025995675.1_ASM2599567v1_genomic.fna.gz
GCF_025996675.1	PRJNA224116	SAMD00496012	na	na	na	na	562	562	Escherichia coli	strain=CEC13002	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599667v1		GCA_025996675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/675/GCF_025996675.1_ASM2599667v1	./GCF_025996675.1_ASM2599667v1_genomic.fna.gz
GCF_026001125.1	PRJNA224116	SAMD00533654	na	na	na	na	562	562	Escherichia coli	strain=IPCEC42	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2600112v1		GCA_026001125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/001/125/GCF_026001125.1_ASM2600112v1	./GCF_026001125.1_ASM2600112v1_genomic.fna.gz
GCF_025995895.1	PRJNA224116	SAMD00495987	na	na	na	na	562	562	Escherichia coli	strain=CEC96047	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599589v1		GCA_025995895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/895/GCF_025995895.1_ASM2599589v1	./GCF_025995895.1_ASM2599589v1_genomic.fna.gz
GCF_025999515.1	PRJNA224116	SAMD00515063	na	na	na	na	562	562	Escherichia coli	strain=EC20-4B-2	na	latest	Complete Genome	Major	Full	2022/10/22	ASM2599951v1		GCA_025999515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/999/515/GCF_025999515.1_ASM2599951v1	./GCF_025999515.1_ASM2599951v1_genomic.fna.gz
GCF_025999655.1	PRJNA224116	SAMD00515065	na	na	na	na	562	562	Escherichia coli	strain=EC20-72C-1	na	latest	Complete Genome	Major	Full	2022/10/29	ASM2599965v1		GCA_025999655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/999/655/GCF_025999655.1_ASM2599965v1	./GCF_025999655.1_ASM2599965v1_genomic.fna.gz
GCF_025995355.1	PRJNA224116	SAMD00495880	na	na	na	na	562	562	Escherichia coli	strain=8_140198	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599535v1		GCA_025995355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/355/GCF_025995355.1_ASM2599535v1	./GCF_025995355.1_ASM2599535v1_genomic.fna.gz
GCF_025996075.1	PRJNA224116	SAMD00495999	na	na	na	na	562	562	Escherichia coli	strain=CEC01311	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599607v1		GCA_025996075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/075/GCF_025996075.1_ASM2599607v1	./GCF_025996075.1_ASM2599607v1_genomic.fna.gz
GCF_025996495.1	PRJNA224116	SAMD00496007	na	na	na	na	562	562	Escherichia coli	strain=CEC08123	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599649v1		GCA_025996495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/495/GCF_025996495.1_ASM2599649v1	./GCF_025996495.1_ASM2599649v1_genomic.fna.gz
GCF_025995475.1	PRJNA224116	SAMD00495899	na	na	na	na	562	562	Escherichia coli	strain=27_141091	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599547v1		GCA_025995475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/475/GCF_025995475.1_ASM2599547v1	./GCF_025995475.1_ASM2599547v1_genomic.fna.gz
GCF_026001205.1	PRJNA224116	SAMD00533655	na	na	na	na	562	562	Escherichia coli	strain=IPCEC48	na	latest	Complete Genome	Major	Full	2022/09/14	ASM2600120v1		GCA_026001205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/001/205/GCF_026001205.1_ASM2600120v1	./GCF_026001205.1_ASM2600120v1_genomic.fna.gz
GCF_025995315.1	PRJNA224116	SAMD00495871	na	na	na	na	562	562	Escherichia coli	strain=H52_982342	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599531v1		GCA_025995315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/315/GCF_025995315.1_ASM2599531v1	./GCF_025995315.1_ASM2599531v1_genomic.fna.gz
GCF_025995735.1	PRJNA224116	SAMD00495965	na	na	na	na	562	562	Escherichia coli	strain=93_161312	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599573v1		GCA_025995735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/735/GCF_025995735.1_ASM2599573v1	./GCF_025995735.1_ASM2599573v1_genomic.fna.gz
GCF_025995195.1	PRJNA224116	SAMD00495865	na	na	na	na	562	562	Escherichia coli	strain=F690	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599519v1		GCA_025995195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/195/GCF_025995195.1_ASM2599519v1	./GCF_025995195.1_ASM2599519v1_genomic.fna.gz
GCF_025996315.1	PRJNA224116	SAMD00496004	na	na	na	na	562	562	Escherichia coli	strain=CEC13091	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599631v1		GCA_025996315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/315/GCF_025996315.1_ASM2599631v1	./GCF_025996315.1_ASM2599631v1_genomic.fna.gz
GCF_025995615.1	PRJNA224116	SAMD00495929	na	na	na	na	562	562	Escherichia coli	strain=57_142493	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599561v1		GCA_025995615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/615/GCF_025995615.1_ASM2599561v1	./GCF_025995615.1_ASM2599561v1_genomic.fna.gz
GCF_025995535.1	PRJNA224116	SAMD00495925	na	na	na	na	562	562	Escherichia coli	strain=53_142304	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599553v1		GCA_025995535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/995/535/GCF_025995535.1_ASM2599553v1	./GCF_025995535.1_ASM2599553v1_genomic.fna.gz
GCF_025996555.1	PRJNA224116	SAMD00496008	na	na	na	na	562	562	Escherichia coli	strain=CEC03102	na	latest	Complete Genome	Major	Full	2022/07/27	ASM2599655v1		GCA_025996555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/996/555/GCF_025996555.1_ASM2599655v1	./GCF_025996555.1_ASM2599655v1_genomic.fna.gz
GCF_026210495.1	PRJNA224116	SAMN30656336	na	na	na	na	562	562	Escherichia coli	strain=THB42-F4	na	latest	Complete Genome	Major	Full	2022/11/16	ASM2621049v1		GCA_026210495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/210/495/GCF_026210495.1_ASM2621049v1	./GCF_026210495.1_ASM2621049v1_genomic.fna.gz
GCF_026210515.1	PRJNA224116	SAMN30656337	na	na	na	na	562	562	Escherichia coli	strain=THB42-F5	na	latest	Complete Genome	Major	Full	2022/11/16	ASM2621051v1		GCA_026210515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/210/515/GCF_026210515.1_ASM2621051v1	./GCF_026210515.1_ASM2621051v1_genomic.fna.gz
GCF_905218875.2	PRJNA224116	SAMEA7853234	na	na	na	na	562	562	Escherichia coli	na	131	latest	Complete Genome	Major	Full	2022/05/22	AI2598v1_cp		GCA_905218875.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/218/875/GCF_905218875.2_AI2598v1_cp	./GCF_905218875.2_AI2598v1_cp_genomic.fna.gz
GCF_026074235.1	PRJNA224116	SAMD00547841	na	na	na	na	562	562	Escherichia coli	strain=MY732	na	latest	Complete Genome	Major	Full	2022/10/15	ASM2607423v1		GCA_026074235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/074/235/GCF_026074235.1_ASM2607423v1	./GCF_026074235.1_ASM2607423v1_genomic.fna.gz
GCF_017357565.1	PRJNA224116	SAMN12418785	na	na	na	na	562	562	Escherichia coli	strain=RM9513	na	latest	Complete Genome	Major	Full	2021/03/16	ASM1735756v1		GCA_017357565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/565/GCF_017357565.1_ASM1735756v1	./GCF_017357565.1_ASM1735756v1_genomic.fna.gz
GCF_017357765.1	PRJNA224116	SAMN12419043	na	na	na	na	562	562	Escherichia coli	strain=RM14516	na	latest	Complete Genome	Major	Full	2021/03/16	ASM1735776v1		GCA_017357765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/765/GCF_017357765.1_ASM1735776v1	./GCF_017357765.1_ASM1735776v1_genomic.fna.gz
GCF_905219315.2	PRJNA224116	SAMEA7853286	na	na	na	na	562	562	Escherichia coli	na	131	latest	Complete Genome	Major	Full	2022/05/22	AI2721v1_cp		GCA_905219315.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/219/315/GCF_905219315.2_AI2721v1_cp	./GCF_905219315.2_AI2721v1_cp_genomic.fna.gz
GCF_026240775.1	PRJNA224116	SAMN31632844	na	na	na	na	562	562	Escherichia coli	strain=TSW4881-W1	na	latest	Complete Genome	Major	Full	2022/11/20	ASM2624077v1		GCA_026240775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/240/775/GCF_026240775.1_ASM2624077v1	./GCF_026240775.1_ASM2624077v1_genomic.fna.gz
GCF_026248845.1	PRJNA224116	SAMN31720454	na	na	na	na	562	562	Escherichia coli	strain=XYEH3314	na	latest	Complete Genome	Major	Full	2022/11/21	ASM2624884v1		GCA_026248845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/248/845/GCF_026248845.1_ASM2624884v1	./GCF_026248845.1_ASM2624884v1_genomic.fna.gz
GCF_026248885.1	PRJNA224116	SAMN31720681	na	na	na	na	562	562	Escherichia coli	strain=XYEH3934	na	latest	Complete Genome	Major	Full	2022/11/21	ASM2624888v1		GCA_026248885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/248/885/GCF_026248885.1_ASM2624888v1	./GCF_026248885.1_ASM2624888v1_genomic.fna.gz
GCF_026247845.1	PRJNA224116	SAMN31669047	na	na	na	na	562	562	Escherichia coli	strain=J53-p131	na	latest	Complete Genome	Major	Full	2022/11/21	ASM2624784v1		GCA_026247845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/247/845/GCF_026247845.1_ASM2624784v1	./GCF_026247845.1_ASM2624784v1_genomic.fna.gz
GCF_905219285.2	PRJNA224116	SAMEA7853282	na	na	na	na	562	562	Escherichia coli	na	23	latest	Complete Genome	Major	Full	2022/05/22	AI2715v1_cp		GCA_905219285.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/219/285/GCF_905219285.2_AI2715v1_cp	./GCF_905219285.2_AI2715v1_cp_genomic.fna.gz
GCF_905231995.2	PRJNA224116	SAMEA7962779	na	na	na	na	562	562	Escherichia coli	na	162	latest	Complete Genome	Major	Full	2022/05/22	AI2703v1_cp		GCA_905231995.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/231/995/GCF_905231995.2_AI2703v1_cp	./GCF_905231995.2_AI2703v1_cp_genomic.fna.gz
