genome	Unique	Distinct	Total	Max_count	rep_types	rep_frac_distinct	rep_frac_total
GCF_020410665.1_ASM2041066v1	4616834	4634760	4670966	160	17926	0.003868	0.011589
GCF_020423145.1_ASM2042314v1	5105660	5241173	5555534	62	135513	0.025855	0.080978
GCF_020423165.1_ASM2042316v1	5089423	5221570	5509657	62	132147	0.025308	0.076272
GCF_020423185.1_ASM2042318v1	5122682	5276207	5634549	62	153525	0.029098	0.090844
GCF_020423205.1_ASM2042320v1	5117898	5246879	5520370	62	128981	0.024582	0.072907
GCF_020423225.1_ASM2042322v1	5057036	5253571	5598406	61	196535	0.037410	0.096701
GCF_020424045.1_ASM2042404v1	4872326	4911377	4992582	33	39051	0.007951	0.024087
GCF_020494055.1_ASM2049405v1	4455885	4469067	4495415	158	13182	0.002950	0.008793
GCF_020526725.1_ASM2052672v1	4508379	4543274	4651938	79	34895	0.007681	0.030860
GCF_020526745.1_ASM2052674v1	4508392	4543281	4651940	79	34889	0.007679	0.030858
GCF_020526765.1_ASM2052676v1	4508380	4543275	4651940	79	34895	0.007681	0.030860
GCF_020526785.1_ASM2052678v1	4508391	4543280	4651939	79	34889	0.007679	0.030858
GCF_020526805.1_ASM2052680v1	4508391	4543280	4651939	79	34889	0.007679	0.030858
GCF_020526825.1_ASM2052682v1	4508379	4543274	4651939	79	34895	0.007681	0.030860
GCF_020526845.1_ASM2052684v1	4508379	4543274	4651939	79	34895	0.007681	0.030860
GCF_020535205.1_ASM2053520v1	5031253	5102561	5276346	74	71308	0.013975	0.046451
GCF_020540945.1_ASM2054094v1	5003186	5063728	5189006	54	60542	0.011956	0.035810
GCF_020540965.1_ASM2054096v1	4884487	4945024	5094155	76	60537	0.012242	0.041159
GCF_020540985.1_ASM2054098v1	5273536	5339296	5484432	30	65760	0.012316	0.038454
GCF_020541005.1_ASM2054100v1	4913885	5002675	5177723	49	88790	0.017749	0.050956
GCF_020541025.1_ASM2054102v1	5003690	5084313	5264476	77	80623	0.015857	0.049537
GCF_020616475.1_ASM2061647v1	4969798	5029621	5168526	44	59823	0.011894	0.038450
GCF_020616495.1_ASM2061649v1	5065466	5126146	5264142	54	60680	0.011837	0.037741
GCF_020683045.1_ASM2068304v1	4916773	4981468	5107940	50	64695	0.012987	0.037425
GCF_020683085.1_ASM2068308v1	5013679	5083937	5241472	44	70258	0.013820	0.043460
GCF_020683145.1_ASM2068314v1	4605928	4658952	4763734	44	53024	0.011381	0.033127
GCF_020683185.1_ASM2068318v1	4654431	4697776	4799916	45	43345	0.009227	0.030310
GCF_020683245.1_ASM2068324v1	4575285	4604106	4674937	47	28821	0.006260	0.021316
GCF_020716665.1_ASM2071666v1	4424607	4458638	4558271	78	34031	0.007633	0.029323
GCF_020808965.1_ASM2080896v1	5140494	5258501	5492554	46	118007	0.022441	0.064098
GCF_020809365.1_ASM2080936v1	4951600	5020690	5146079	51	69090	0.013761	0.037792
GCF_020809385.1_ASM2080938v1	4972031	5062831	5216478	51	90800	0.017935	0.046861
GCF_020827555.1_ASM2082755v1	4919108	4959114	5063408	45	40006	0.008067	0.028499
GCF_020827575.1_ASM2082757v1	5294994	5369092	5509439	35	74098	0.013801	0.038923
GCF_020827595.1_ASM2082759v1	5064371	5136498	5290778	76	72127	0.014042	0.042793
GCF_020827615.1_ASM2082761v1	4937901	5007329	5138481	45	69428	0.013865	0.039035
GCF_020827635.1_ASM2082763v1	5124484	5209630	5378881	29	85146	0.016344	0.047296
GCF_020827655.1_ASM2082765v1	5206686	5290188	5424213	28	83502	0.015784	0.040103
GCF_020827895.1_ASM2082789v1	5242122	5290927	5384610	26	48805	0.009224	0.026462
GCF_020868245.1_ASM2086824v1	4944939	5049582	5263914	51	104643	0.020723	0.060597
GCF_020881875.1_ASM2088187v1	5142383	5201604	5317297	26	59221	0.011385	0.032895
GCF_020883235.1_ASM2088323v1	5105159	5175794	5305224	23	70635	0.013647	0.037711
GCF_020883255.1_ASM2088325v1	5125634	5202251	5336111	23	76617	0.014728	0.039444
GCF_020883275.1_ASM2088327v1	5164112	5235924	5366888	23	71812	0.013715	0.037783
GCF_020883295.1_ASM2088329v1	5046145	5119633	5262206	28	73488	0.014354	0.041059
GCF_020883315.1_ASM2088331v1	5040213	5116411	5248015	23	76198	0.014893	0.039596
GCF_020883335.1_ASM2088333v1	5008751	5096670	5242212	23	87919	0.017250	0.044535
GCF_020883355.1_ASM2088335v1	5018779	5107916	5254228	23	89137	0.017451	0.044811
GCF_020883375.1_ASM2088337v1	5041614	5109478	5230451	23	67864	0.013282	0.036103
GCF_020883395.1_ASM2088339v1	5009366	5076972	5199039	23	67606	0.013316	0.036482
GCF_020883515.1_ASM2088351v1	4795848	4835340	4920482	52	39492	0.008167	0.025330
GCF_020886375.2_ASM2088637v2	4526579	4575208	4708930	82	48629	0.010629	0.038725
GCF_020886435.2_ASM2088643v2	4668893	4721090	4896416	69	52197	0.011056	0.046467
GCF_020886495.2_ASM2088649v2	4823116	4867188	4952158	58	44072	0.009055	0.026058
GCF_020886575.2_ASM2088657v2	4725901	4777375	4915692	67	51474	0.010775	0.038609
GCF_020905655.1_ASM2090565v1	4772013	4815475	4935173	81	43462	0.009025	0.033061
GCF_020971745.1_ASM2097174v1	5170427	5243686	5378041	23	73259	0.013971	0.038604
GCF_020985225.1_ASM2098522v1	4844362	4901496	5044481	48	57134	0.011656	0.039671
GCF_021089875.1_ASM2108987v1	4797539	4847250	4953663	55	49711	0.010256	0.031517
GCF_021166015.1_ASM2116601v1	5015029	5139744	5394179	62	124715	0.024265	0.070289
GCF_021166395.1_ASM2116639v1	5171314	5356641	5741670	61	185327	0.034598	0.099336
GCF_021166415.1_ASM2116641v1	5173471	5355939	5736991	61	182468	0.034068	0.098226
GCF_021166435.1_ASM2116643v1	5142418	5272926	5563014	62	130508	0.024751	0.075606
GCF_021184105.1_ASM2118410v1	5155223	5356301	5738475	62	201078	0.037540	0.101639
GCF_021184125.1_ASM2118412v1	5098425	5276251	5620935	62	177826	0.033703	0.092958
GCF_021228975.1_ASM2122897v1	5159717	5229433	5366839	50	69716	0.013331	0.038593
GCF_021307345.1_ASM2130734v1	4343975	4370038	4438500	62	26063	0.005964	0.021297
GCF_021378315.1_ASM2137831v1	4847982	4948970	5173342	42	100988	0.020406	0.062892
GCF_021390295.2_ASM2139029v2	4839527	4911864	5076413	74	72337	0.014727	0.046664
GCF_021398465.1_ASM2139846v1	4754724	4786963	4858240	50	32239	0.006735	0.021307
GCF_021398485.1_ASM2139848v1	4967984	5026891	5124000	48	58907	0.011718	0.030448
GCF_021398935.1_ASM2139893v1	4697201	4718720	4772864	62	21519	0.004560	0.015853
GCF_021398955.1_ASM2139895v1	4814050	4891778	5015219	55	77728	0.015890	0.040112
GCF_021398975.1_ASM2139897v1	4752318	4801492	4903943	2487	49174	0.010241	0.030919
GCF_021398995.1_ASM2139899v1	4886714	4929408	5024052	51	42694	0.008661	0.027336
GCF_021399015.1_ASM2139901v1	4947277	5020368	5139596	49	73091	0.014559	0.037419
GCF_021441965.1_ASM2144196v1	4541440	4649228	4893378	68	107788	0.023184	0.071921
GCF_021441985.1_ASM2144198v1	4920351	4984542	5152382	74	64191	0.012878	0.045034
GCF_021484785.1_ASM2148478v1	4717714	4798716	4932244	42	81002	0.016880	0.043495
GCF_021496405.1_ASM2149640v1	4967268	5022358	5128128	49	55090	0.010969	0.031368
GCF_021496425.1_ASM2149642v1	4977818	5045515	5172218	49	67697	0.013417	0.037585
GCF_021496445.1_ASM2149644v1	4987101	5050500	5169494	50	63399	0.012553	0.035283
GCF_021498025.2_ASM2149802v2	4788731	4826847	4921633	44	38116	0.007897	0.027004
GCF_021498045.1_ASM2149804v1	5179145	5242828	5386124	44	63683	0.012147	0.038428
GCF_021498145.1_ASM2149814v1	5070930	5154704	5323659	29	83774	0.016252	0.047473
GCF_021498165.1_ASM2149816v1	4810714	4877615	5011825	49	66901	0.013716	0.040127
GCF_021513335.1_ASM2151333v1	4447734	4492007	4606084	75	44273	0.009856	0.034378
GCF_021534845.1_ASM2153484v1	4972404	5063942	5234440	57	91538	0.018076	0.050060
GCF_021534885.1_ASM2153488v1	4972103	5063808	5234473	57	91705	0.018110	0.050123
GCF_021534905.1_ASM2153490v1	4972119	5063817	5234476	57	91698	0.018108	0.050121
GCF_021534925.1_ASM2153492v1	4767554	4816517	4953002	78	48963	0.010166	0.037442
GCF_021534945.1_ASM2153494v1	5001152	5127861	5328816	54	126709	0.024710	0.061489
GCF_021534985.1_ASM2153498v1	4940750	4988179	5113709	51	47429	0.009508	0.033823
GCF_021535005.1_ASM2153500v1	4977683	5063179	5238816	72	85496	0.016886	0.049846
GCF_021535025.1_ASM2153502v1	5112659	5161177	5292300	51	48518	0.009401	0.033944
GCF_021554655.1_ASM2155465v1	4500615	4534249	4630619	81	33634	0.007418	0.028075
GCF_021559815.1_ASM2155981v1	4984415	5039959	5132800	48	55544	0.011021	0.028909
GCF_021559835.1_ASM2155983v1	4904560	4961862	5064033	55	57302	0.011548	0.031491
GCF_021559855.1_ASM2155985v1	4997445	5081080	5236906	54	83635	0.016460	0.045726
GCF_021559875.1_ASM2155987v1	5011639	5074147	5198822	47	62508	0.012319	0.036005
GCF_021869725.1_ASM2186972v1	4942764	5007074	5116864	55	64310	0.012844	0.034025
GCF_022014695.1_ASM2201469v1	4770408	4813149	4918767	55	42741	0.008880	0.030162
GCF_022023755.1_ASM2202375v1	5073645	5194412	5430826	46	120767	0.023249	0.065769
GCF_022023775.1_ASM2202377v1	4510324	4570146	4693423	81	59822	0.013090	0.039012
GCF_022058205.1_ASM2205820v1	4559671	4594974	4695436	72	35303	0.007683	0.028914
GCF_022058225.1_ASM2205822v1	4559567	4598664	4710581	72	39097	0.008502	0.032058
GCF_022117635.1_ASM2211763v1	4944051	5079926	5365905	46	135875	0.026747	0.078617
GCF_022117655.1_ASM2211765v1	5246807	5359365	5529667	48	112558	0.021002	0.051153
GCF_022220885.1_ASM2222088v1	4858812	4902959	5000551	48	44147	0.009004	0.028345
GCF_022221385.1_ASM2222138v1	4453737	4487905	4586326	76	34168	0.007613	0.028910
GCF_022349925.1_ASM2234992v1	4881040	4926840	5042878	48	45800	0.009296	0.032092
GCF_022353625.1_ASM2235362v1	5017083	5066009	5176059	69	48926	0.009658	0.030714
GCF_022353905.1_ASM2235390v1	4936298	4986843	5092713	34	50545	0.010136	0.030713
GCF_022353925.1_ASM2235392v1	5027048	5073684	5159957	26	46636	0.009192	0.025758
GCF_022354045.1_ASM2235404v1	5016690	5067657	5166799	24	50967	0.010057	0.029053
GCF_022368815.1_ASM2236881v1	4662514	4756789	5013088	98	94275	0.019819	0.069932
GCF_022368895.1_ASM2236889v1	5056082	5205393	5480864	99	149311	0.028684	0.077503
GCF_022369015.1_ASM2236901v1	4653713	4718545	4893249	68	64832	0.013740	0.048952
GCF_022369175.1_ASM2236917v1	4623580	4698847	4883506	79	75267	0.016018	0.053225
GCF_022370515.1_ASM2237051v1	4841554	4890035	5025041	77	48481	0.009914	0.036515
GCF_022376675.1_ASM2237667v1	5111469	5188634	5401435	79	77165	0.014872	0.053683
GCF_022385195.1_ASM2238519v1	4571355	4616509	4765453	82	45154	0.009781	0.040730
GCF_022385215.1_ASM2238521v1	4539652	4577066	4713347	82	37414	0.008174	0.036852
GCF_022439445.1_ASM2243944v1	4623741	4651709	4735921	75	27968	0.006012	0.023687
GCF_022439465.1_ASM2243946v1	4623723	4651689	4734585	75	27966	0.006012	0.023415
GCF_022453585.1_ASM2245358v1	5018762	5099147	5361392	45	80385	0.015764	0.063907
GCF_022453605.1_ASM2245360v1	4455394	4481761	4585091	64	26367	0.005883	0.028287
GCF_022488205.1_ASM2248820v1	4510102	4543845	4641579	81	33743	0.007426	0.028326
GCF_022492975.1_ASM2249297v1	4733822	4790708	4906010	79	56886	0.011874	0.035097
GCF_022492995.1_ASM2249299v1	4686505	4703952	4751921	49	17447	0.003709	0.013766
GCF_022493015.1_ASM2249301v1	4694386	4732474	4816553	47	38088	0.008048	0.025364
GCF_022493115.1_ASM2249311v1	4936164	4994412	5106542	44	58248	0.011663	0.033365
GCF_022493155.1_ASM2249315v1	4616305	4654093	4746291	45	37788	0.008119	0.027387
GCF_022493175.1_ASM2249317v1	4734253	4775307	4862924	44	41054	0.008597	0.026460
GCF_022493195.1_ASM2249319v1	4949953	5010556	5109595	52	60603	0.012095	0.031244
GCF_022493215.1_ASM2249321v1	4658289	4692322	4764231	49	34033	0.007253	0.022237
GCF_022493235.1_ASM2249323v1	4740090	4822919	4979461	97	82829	0.017174	0.048072
GCF_022493255.1_ASM2249325v1	4621834	4658538	4727491	71	36704	0.007879	0.022349
GCF_022493275.1_ASM2249327v1	4913259	4973979	5117885	63	60720	0.012208	0.039983
GCF_022493295.1_ASM2249329v1	4741164	4769455	4830577	50	28291	0.005932	0.018510
GCF_022493315.1_ASM2249331v1	4920343	4945189	5005245	69	24846	0.005024	0.016963
GCF_022493335.1_ASM2249333v1	4574468	4602511	4682566	77	28043	0.006093	0.023085
GCF_022493355.1_ASM2249335v1	4681471	4781461	4935092	47	99990	0.020912	0.051391
GCF_022493375.1_ASM2249337v1	4643839	4694850	4805056	77	51011	0.010865	0.033552
GCF_022493395.1_ASM2249339v1	4642155	4675010	4739382	63	32855	0.007028	0.020515
GCF_022493415.1_ASM2249341v1	4492698	4529258	4602840	41	36560	0.008072	0.023929
GCF_022493435.1_ASM2249343v1	4953680	5021254	5129578	61	67574	0.013458	0.034291
GCF_022493455.1_ASM2249345v1	4378750	4404052	4523942	79	25302	0.005745	0.032094
GCF_022493475.1_ASM2249347v1	4619478	4657354	4727106	71	37876	0.008133	0.022768
GCF_022493495.1_ASM2249349v1	4651792	4670396	4722165	43	18604	0.003983	0.014903
GCF_022493515.1_ASM2249351v1	4835605	4882769	4985542	52	47164	0.009659	0.030074
GCF_022493535.1_ASM2249353v1	4828981	4885158	5002018	45	56177	0.011500	0.034593
GCF_022493555.1_ASM2249355v1	4682561	4729656	4828433	45	47095	0.009957	0.030211
GCF_022493575.1_ASM2249357v1	4806629	4835207	4902526	75	28578	0.005910	0.019561
GCF_022493595.1_ASM2249359v1	4707433	4740738	4818501	45	33305	0.007025	0.023050
GCF_022493615.1_ASM2249361v1	4687408	4718791	4794545	83	31383	0.006651	0.022346
GCF_022493635.1_ASM2249363v1	4569387	4584772	4630326	60	15385	0.003356	0.013161
GCF_022493655.1_ASM2249365v1	4695028	4765485	4909705	53	70457	0.014785	0.043725
GCF_022493675.1_ASM2249367v1	4625172	4673862	4770679	48	48690	0.010418	0.030500
GCF_022493695.1_ASM2249369v1	4869601	4903670	4978246	57	34069	0.006948	0.021824
GCF_022493735.1_ASM2249373v1	4790175	4850945	4977645	45	60770	0.012527	0.037662
GCF_022493755.1_ASM2249375v1	4710181	4745767	4836040	47	35586	0.007498	0.026025
GCF_022493775.1_ASM2249377v1	4725732	4840272	5037292	64	114540	0.023664	0.061851
GCF_022493795.1_ASM2249379v1	4649326	4683809	4769202	49	34483	0.007362	0.025135
GCF_022493815.1_ASM2249381v1	4821226	4859397	4961548	69	38171	0.007855	0.028282
GCF_022493835.1_ASM2249383v1	4642297	4675494	4740132	63	33197	0.007100	0.020640
GCF_022493855.1_ASM2249385v1	4816848	4882514	5003145	46	65666	0.013449	0.037236
GCF_022493875.1_ASM2249387v1	4808224	4881044	5019056	47	72820	0.014919	0.042006
GCF_022493895.1_ASM2249389v1	4722094	4789604	4894367	49	67510	0.014095	0.035198
GCF_022494075.1_ASM2249407v1	5113802	5163822	5270033	34	50020	0.009687	0.029645
GCF_022494235.1_ASM2249423v1	4988787	5119529	5327879	55	130742	0.025538	0.063645
GCF_022494315.1_ASM2249431v1	5006291	5053009	5151225	33	46718	0.009246	0.028136
GCF_022494585.1_ASM2249458v1	4961786	5038420	5171483	23	76634	0.015210	0.040549
GCF_022494605.1_ASM2249460v1	4860326	4948963	5136567	80	88637	0.017910	0.053779
GCF_022494625.1_ASM2249462v1	4786731	4846691	5016085	62	59960	0.012371	0.045724
GCF_022494645.1_ASM2249464v1	4522338	4565620	4674063	79	43282	0.009480	0.032461
GCF_022494665.1_ASM2249466v1	4951042	5014505	5130550	26	63463	0.012656	0.034988
GCF_022494685.1_ASM2249468v1	5242696	5317100	5450346	29	74404	0.013993	0.038098
GCF_022494705.1_ASM2249470v1	4967360	5047873	5182439	54	80513	0.015950	0.041502
GCF_022494725.1_ASM2249472v1	4710680	4760298	4893147	84	49618	0.010423	0.037290
GCF_022494745.1_ASM2249474v1	5012445	5069124	5168088	84	56679	0.011181	0.030116
GCF_022494765.1_ASM2249476v1	4837689	4921358	5099548	81	83669	0.017001	0.051349
GCF_022494785.1_ASM2249478v1	4867235	4918754	5021260	79	51519	0.010474	0.030675
GCF_022494805.1_ASM2249480v1	4868539	4916032	5025330	24	47493	0.009661	0.031200
GCF_022494825.1_ASM2249482v1	5139851	5220692	5369597	36	80841	0.015485	0.042786
GCF_022494855.1_ASM2249485v1	4901008	4957444	5050971	35	56436	0.011384	0.029690
GCF_022514105.1_ASM2251410v1	4884378	4976270	5181989	80	91892	0.018466	0.057432
GCF_022558405.1_ASM2255840v1	4462503	4507883	4666612	80	45380	0.010067	0.043738
GCF_022558625.1_ASM2255862v1	5049427	5126095	5300608	77	76668	0.014956	0.047387
GCF_022558645.1_ASM2255864v1	4890060	4966949	5132426	77	76889	0.015480	0.047223
GCF_022558665.1_ASM2255866v1	4935393	4989882	5110878	54	54489	0.010920	0.034336
GCF_022558685.1_ASM2255868v1	4896390	4948190	5064577	81	51800	0.010468	0.033208
GCF_022558705.1_ASM2255870v1	4887712	4949253	5083627	54	61541	0.012434	0.038538
GCF_022558725.1_ASM2255872v1	4945225	5009195	5165829	77	63970	0.012771	0.042704
GCF_022558745.1_ASM2255874v1	4789301	4830265	4931803	46	40964	0.008481	0.028895
GCF_022558765.1_ASM2255876v1	4887172	4948382	5082108	54	61210	0.012370	0.038357
GCF_022558785.1_ASM2255878v1	4888786	4948572	5080763	54	59786	0.012081	0.037785
GCF_022558805.1_ASM2255880v1	4900777	4979396	5128885	43	78619	0.015789	0.044475
GCF_022558825.1_ASM2255882v1	4993623	5060863	5213251	46	67240	0.013286	0.042129
GCF_022558845.1_ASM2255884v1	4992271	5060750	5213646	46	68479	0.013531	0.042461
GCF_022558865.1_ASM2255886v1	4996018	5071934	5239763	46	75916	0.014968	0.046518
GCF_022558885.1_ASM2255888v1	4831200	4876530	5000079	80	45330	0.009296	0.033775
GCF_022558905.1_ASM2255890v1	4848259	4901158	5051830	77	52899	0.010793	0.040296
GCF_022558925.1_ASM2255892v1	4883105	4927727	5021617	51	44622	0.009055	0.027583
GCF_022558945.1_ASM2255894v1	4878606	4927512	5029070	51	48906	0.009925	0.029919
GCF_022558985.1_ASM2255898v1	4810230	4845718	4943715	54	35488	0.007324	0.027001
GCF_022559005.1_ASM2255900v1	4866101	4926289	5070622	76	60188	0.012218	0.040334
GCF_022559025.1_ASM2255902v1	5010771	5080055	5230262	57	69284	0.013638	0.041966
GCF_022559045.1_ASM2255904v1	4979923	5070713	5244652	30	90790	0.017905	0.050476
GCF_022559065.1_ASM2255906v1	4948206	5032073	5180367	55	83867	0.016666	0.044816
GCF_022559245.1_ASM2255924v1	5129139	5203127	5341809	95	73988	0.014220	0.039812
GCF_022559265.1_ASM2255926v1	4961625	5026308	5169321	80	64683	0.012869	0.040179
GCF_022559285.1_ASM2255928v1	4839212	4924036	5111265	74	84824	0.017227	0.053226
GCF_022559305.1_ASM2255930v1	4837726	4902655	5050885	78	64929	0.013244	0.042202
GCF_022559325.1_ASM2255932v1	4847677	4900489	5026222	80	52812	0.010777	0.035523
GCF_022559685.1_ASM2255968v1	4903542	4968464	5120745	77	64922	0.013067	0.042416
GCF_022559805.1_ASM2255980v1	4680257	4749527	4952697	82	69270	0.014585	0.055008
GCF_022559875.1_ASM2255987v1	5014627	5133078	5368482	82	118451	0.023076	0.065913
GCF_022569415.1_ASM2256941v1	5039147	5113742	5261978	76	74595	0.014587	0.042347
GCF_022569795.1_ASM2256979v1	5122254	5161918	5219077	51	39664	0.007684	0.018552
GCF_022576915.1_ASM2257691v1	4623741	4651709	4735920	75	27968	0.006012	0.023687
GCF_022591215.1_ASM2259121v1	4550189	4586147	4700634	81	35958	0.007841	0.032005
GCF_022591475.1_ASM2259147v1	4991002	5079927	5258802	76	88925	0.017505	0.050924
GCF_022605345.1_ASM2260534v1	5073783	5143381	5303508	77	69598	0.013532	0.043316
GCF_022654245.1_ASM2265424v1	4623723	4651689	4734585	75	27966	0.006012	0.023415
GCF_022654545.1_ASM2265454v1	4593998	4621310	4703563	74	27312	0.005910	0.023294
GCF_022695865.1_ASM2269586v1	4770362	4816704	4964775	76	46342	0.009621	0.039158
GCF_022699465.1_ASM2269946v1	4912892	4987438	5141276	77	74546	0.014947	0.044422
GCF_022759725.1_ASM2275972v1	5098438	5173750	5333416	77	75312	0.014557	0.044058
GCF_022759745.1_ASM2275974v1	5101277	5173734	5330160	77	72457	0.014005	0.042941
GCF_022759765.1_ASM2275976v1	5098338	5173627	5333141	77	75289	0.014552	0.044027
GCF_022759785.1_ASM2275978v1	5099355	5173295	5331462	77	73940	0.014293	0.043535
GCF_022759805.1_ASM2275980v1	5099898	5173648	5331876	77	73750	0.014255	0.043508
GCF_022759825.1_ASM2275982v1	4685038	4716631	4808411	54	31593	0.006698	0.025658
GCF_022759845.1_ASM2275984v1	4685425	4716667	4808073	54	31242	0.006624	0.025509
GCF_022759865.1_ASM2275986v1	4685343	4716604	4808881	54	31261	0.006628	0.025690
GCF_022759885.1_ASM2275988v1	4685349	4716606	4808090	54	31257	0.006627	0.025528
GCF_022759905.1_ASM2275990v1	4685375	4716633	4808075	54	31258	0.006627	0.025520
GCF_022760215.1_ASM2276021v1	5111648	5202110	5353031	48	90462	0.017389	0.045093
GCF_022811545.1_ASM2281154v1	4500636	4534270	4630619	81	33634	0.007418	0.028070
GCF_022846215.1_ASM2284621v1	4927815	4996199	5110804	62	68384	0.013687	0.035804
GCF_022846235.1_ASM2284623v1	4836494	4891996	4989906	44	55502	0.011345	0.030744
GCF_022846255.1_ASM2284625v1	4804591	4853379	4939875	45	48788	0.010052	0.027386
GCF_022846575.1_ASM2284657v1	4975499	5056604	5196648	48	81105	0.016039	0.042556
GCF_022869945.1_ASM2286994v1	4971147	5226423	5656652	61	255276	0.048843	0.121186
GCF_022869985.1_ASM2286998v1	5035959	5151859	5378419	49	115900	0.022497	0.063673
GCF_022918835.1_ASM2291883v1	5170784	5250107	5405445	54	79323	0.015109	0.043412
GCF_022919035.1_ASM2291903v1	5074378	5172933	5334153	49	98555	0.019052	0.048700
GCF_022919055.1_ASM2291905v1	4530790	4584101	4736348	62	53311	0.011630	0.043400
GCF_022964775.1_ASM2296477v1	4759641	4810197	4924991	78	50556	0.010510	0.033574
GCF_022964815.1_ASM2296481v1	5075263	5141611	5270593	51	66348	0.012904	0.037060
GCF_022964895.1_ASM2296489v1	4907810	4973000	5147706	70	65190	0.013109	0.046603
GCF_022969555.2_ASM2296955v2	4905228	4971252	5134088	84	66024	0.013281	0.044577
GCF_022982975.1_ASM2298297v1	5190922	5272809	5412316	48	81887	0.015530	0.040906
GCF_023022925.1_ASM2302292v1	5265638	5342633	5487466	36	76995	0.014411	0.040424
GCF_023024425.1_ASM2302442v1	5401318	5488475	5667696	44	87157	0.015880	0.046999
GCF_023100765.1_ASM2310076v1	5062996	5121180	5251775	80	58184	0.011361	0.035946
GCF_023167605.1_ASM2316760v1	4901373	5011734	5202142	77	110361	0.022021	0.057816
GCF_023169585.1_ASM2316958v1	5191615	5273876	5426627	29	82261	0.015598	0.043307
